ID,Category,Name,Link,Image,Description,Ingredients,Alert,Portion,Nutrition Facts
4278,Mélanges à muffins faibles en gras,Quaker<sup>®</sup> Mélange à muffins faible en gras Carottes,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-faible-en-gras-carottes,Quaker_Muffin Carrot Low Fat_FR.png,"<p>Amateurs de gâteau aux carottes, attention! Nous vous offrons une gâterie dont vous raffolerez. Vous pouvez maintenant savourer le goût délicieux du gâteau aux carottes dans un muffin sain et facile à préparer. Les muffins faibles en gras aux carottes Quaker vous permettent de savourer sans remords l'un de vos plaisirs coupables préférés.</p>","Farine de blé, sucre de canne, son de blé, huile de soya, poudre de lactosérum (lait), dextrose, carottes déshydratées (amidon de maïs), mélange d'émulsifiants (esters monoacides gras de propylèneglycol, monoglycérides [soya], stéaroyl-2-lactylate de sodium), sel, bicarbonate de sodium, cannelle, phosphate monocalcique, épice.","Contient des ingrédients du blé, du soya et du lait.
Peut contenir des oeufs.",Pour 1/4 coup (38 g),"- Calories 150 |
- Lipides 2 g | 3%
 -- saturés 0.5  g | 3%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 240 mg | 10%
- Glucides 29 g | 10%
 -- Fibres 2 g | 6%
 -- Sucres 15 g | 
- Protéines 3 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 8 %
"
4283,Mélanges à biscuits,Quaker<sup>®</sup> Mélange à biscuits Avoine et morceaux de chocolat,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-biscuits-avoine-et-morceaux-de-chocolat,Quaker_Cookie Oatmeal Chocolate Chunk_FR.png,"<p>Vous pouvez maintenant savourer vos biscuits aux morceaux de chocolat préférés en profitant des bienfaits des grains entiers. Avec leurs savoureux morceaux de chocolat, nos biscuits à l'avoine et aux morceaux de chocolat deviendront instantanément les préférés de votre famille. Et, parce qu'ils sont faits d'avoine Quaker à grains entiers, vous pouvez en prendre un deuxième, voire un troisième sans éprouver de remords!</p>","Flocons d'avoine, sucre de canne, farine de blé, morceaux de chocolat (sucre, liqueur de chocolat, beurre de cacao, dextrose, lécithine de soya, vanilline), shortening (huile de canola, huile de palme et de palmiste modifiée), dextrose, monoet diglycérides (pour la dispersion uniforme de l'huile), sel, bicarbonate de sodium, fructose, phosphate monocalcique, arôme artificiel.","Contient des ingrédients de l'avoine, du blé et du soya.
Peut contenir des oeufs et du lait.",Pour 3 Tablespoons (30 g),"- Calories 140 |
- Lipides 5 g | 8%
 -- saturés 2  g | 10%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 130 mg | 5%
- Glucides 22 g | 7%
 -- Fibres 1 g | 3%
 -- Sucres 13 g | 
- Protéines 1 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 8 %
"
4291,Mélanges à muffins,Quaker<sup>®</sup> Mélange à muffins Saveur de Bleuets et babeurre,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-saveur-de-bleuets-et-babeurre,Quaker_Muffin Blueberry Buttermilk_FR.png,"<p>Savourez ces muffins à saveur de bleuets faciles à préparer fraîchement du four chaque fois que vous le voulez. En raison de leur délectable saveur de babeurre, vous ne pourrez résister à l'envie d'en déguster un deuxième, ou même un troisième!</p>","Farine de blé, cassonade, sucre, huile de soya, grumeaux à saveur de bleuets (dextrose, farine de maïs, huile de palmiste modifiée, sucre, eau, acide citrique, arôme artificiel, colorant), poudre de babeurre, pyrophosphate acide de sodium, sel, bicarbonate de sodium, arômes artificiels (acide citrique), amidon de maïs modifié, mélange d’émulsifiants (esters monoacides gras de propylèneglycol, monoglycérides, stéaroyl-2-lactylate de sodium), carboxyméthylcellulose sodique.","Contient des ingrédients du blé, du soya et du lait.
Peut contenir des oeufs.",Pour 1/4 coup (38 g),"- Calories 150 |
- Lipides 4 g | 6%
 -- saturés 1 g | 5%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 290 mg | 12%
- Glucides 27 g | 9%
 -- Fibres 1 g | 4%
 -- Sucres 14 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 6 %
"
4299,Mélanges à muffins,Quaker<sup>®</sup> Mélange à muffins Avoine et brisures de chocolat,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-avoine-et-brisures-de-chocolat,Quaker_Muffin Oatmeal Chocolate Chip_FR.png,"<p>Vous pouvez maintenant savourer la gâterie préférée de tous, le chocolat, dans un muffin amusant à tout moment de la journée. Faits avec de délicieuses brisures de chocolat et offrant les bienfaits de l'avoine Quaker à grains entiers, ces muffins sont une collation savoureuse à consommer sans remords. De plus, ils sont si faciles à préparer que vous pouvez savourer le bon goût chocolaté de ces muffins fraîchement sortis du four chaque fois que vous le voulez.</p>","Farine de ble, cassonade, flocons d'avoine, sucre, brisures de chocolat (sucre, liqueur de chocolat, beurre de cacao, lecithine de soya, sel, vanilline), huile de soya, bicarbonate de sodium, amidon de mais modifie, sel, melange d'emulsifiants (esters monoacides gras de propyleneglycol, monoglycerides [soya], stearoyl-2-lactylate de sodium), phosphate monocalcique, epices, carboxymethylcellulose sodique, arome artificiel.","Contient des ingredients du ble, de l'avoine et du soya.
Peut contenir des oeufs et du lait.",Pour 1/4 coup (38 g),"- Calories 160 |
- Lipides 4.5 g | 7%
 -- saturés 1.5 g | 8%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 160 mg | 7%
- Glucides 28 g | 9%
 -- Fibres 1 g | 6%
 -- Sucres 15 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 8 %
"
4307,Mélanges à muffins,Quaker<sup>®</sup> Mélange à muffins Son,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-son,Quaker_Muffin Bran_FR.png,<p>Laissez la marque Quaker&reg; vous aider à combler vos petits creux de milieu d'après-midi d'une façon nutritive et savoureuse. Les muffins au son Quaker sont une source de fibres au goût que vous adorerez et la collation parfaite à déguster en milieu de journée!</p>,"Farine de blé, sucre de canne, son de blé, huile de soya, substances laitières modifiées, bicarbonate de sodium, sel, colorant caramel (soya, sulfites), amidon de maïs modifié, phosphate monocalcique, mélange d'émulsifiants (esters monoacides gras de propylèneglycol, monoglycérides [soya], stéaroyl-2-lactylate de sodium), arôme artificiel.","Contient des ingrédients du blé, du soya, du lait et des sulfites.
Peut contenir des oeufs.",Pour 1/4 coup (38 g),"- Calories 160 |
- Lipides 4 g | 6%
 -- saturés 0.5 g | 4%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 250 mg | 11%
- Glucides 27 g | 9%
 -- Fibres 3 g | 12%
 -- Sucres 12 g | 
- Protéines 3 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 4 %
- Fer | 6 %
"
4314,Mélanges à muffins,Quaker<sup>®</sup> Mélange à muffins Avoine,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-avoine,Quaker_Muffin Oatmeal_FR.png,"<p>Laissez Quaker apaiser votre faim en mi-journée grâce à de savoureux muffins nutritifs. Faits d'avoine Quaker à grains entiers, ces muffins constituent la collation parfaite en milieu de journée. Dégustez un de ces muffins faciles à préparer et combler vos petits creux.</p>","Farine de blé, cassonade, flocons d'avoine, sucre de canne, huile de soya, bicarbonate de sodium, amidon de maïs modifié, sel, mélange d'émulsifiants (esters monoacides gras de propylèneglycol, monoglycérides [soya], stéaroyl-2-lactylate desodium), phosphate monocalcique, épices, carboxyméthylcellulose sodique, arôme artificiel.","Contient des ingrédients du blé, de l'avoine et du soya.
Peut contenir des oeufs et du lait.",Pour 1/4 coup (38 g),"- Calories 160 |
- Lipides 4 g | 6%
 -- saturés 1 g | 5%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 150 mg | 6%
- Glucides 28 g | 9%
 -- Fibres 1 g | 5%
 -- Sucres 16 g | 
- Lipides 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 4 %
- Fer | 15 %
"
4321,Mélanges à muffins,Quaker<sup>®</sup> Mélange à muffins Double chocolat,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-double-chocolat,Quaker_Muffin Double Chocolate_FR.png,"<p>Peu de choses dans ce monde sont meilleures que le chocolat. Le double chocolat en est une! C'est pourquoi nous avons créé le mélange à muffins Double chocolat de Quaker. Mais attention! Nos muffins Double chocolat sont si bons qu'ils pourraient faire de vous des accros au chocolat, si vous ne l'étiez pas déjà.</p>","Farine de blé, sucre de canne, huile de soya, cacao, morceaux de chocolat (sucre, liqueur de chocolat, beurre de cacao, dextrose, lécithine de soya, vanilline), bicarbonate de sodium, phosphate monocalcique, amidon de maïs modifié, arôme artificiel, sel, carboxyméthylcellulose sodique.","Contient des ingrédients du blé et du soya.
Peut contenir des oeufs et du lait.",Pour 1/4 coup (38 g),"- Calories 160 |
- Lipides 4 g | 6%
 -- saturés 1 g | 5%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 150 mg | 6%
- Glucides 28 g | 9%
 -- Fibres 1 g | 5%
 -- Sucres 16 g | 
- Lipides 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 4 %
- Fer | 15 %
"
4328,Mélanges à muffins faibles en gras,Quaker<sup>®</sup> Mélange à muffins faible en gras au Son,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-faible-en-gras-son,Quaker_Muffin Bran Low Fat_FR.png,<p>Le mélange à muffins faible en gras au son Quaker&reg; vous offre tous les bienfaits du son dans une version faible en gras que vous pouvez déguster sans remords. Savourez ces muffins faciles à préparer chaque fois que vous en avez envie!</p>,"Farine de blé, sucre de canne, son de blé, huile de soya, poudre de lactosérum (lait), substances laitières modifiées, mélange d'émulsifiants (esters monoacides gras de propylèneglycol, monoglycérides [soya], stéaroyl-2-lactylate de sodium), sel, colorant caramel (soya, sulfites), bicarbonate de sodium, phosphate monocalcique, arôme artificiel, gomme de caroubier.","Contient des ingrédients du blé, du soya, du lait et des sulfites.
Peut contenir des oeufs.",Pour 1/4 coup (38 g),"- Calories 150 |
- Lipides 3 g | 4%
 -- saturés 1 g | 4%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 260 mg | 11%
- Glucides 28 g | 9%
 -- Fibres 3 g | 11%
 -- Sucres 12 g | 
- Protéines 3 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 4 %
- Fer | 8 %
"
4335,Mélanges à muffins faibles en gras,Quaker<sup>®</sup> Mélange à muffins faible en gras Avoine,https://www.quakeroats.ca/fr/products/quaker®-mélange-à-muffins-faible-en-gras-avoine,Quaker_Muffin Oatmeal Low Fat_FR.png,"<p>Il est maintenant encore plus facile de calmer vos fringales d'après-midi. Faits d'avoine Quaker à grains entiers, les muffins faibles en gras à l'avoine Quaker constituent la collation parfaite en milieu de journée. Vous pouvez vous en permettre un deuxième pour faire taire ces gargouillements d'estomac pour de bon.</p>","Farine de blé, flocons d'avoine, cassonade, sucre de canne, huile de soya, son de blé, poudre de lactosérum (lait), mélange d'émulsifiants (esters monoacides gras de propylèneglycol, monoglycérides [soya], stéaroyl-2-lactylate de sodium), sel, bicarbonate de sodium, épices, phosphate monocalcique, arôme artificiel, gomme de caroubier.","Contient des ingrédients du blé, de l'avoine, du soya et du lait.
Peut contenir des oeufs.",Pour 1/4 coup (38 g),"- Calories 150 |
- Lipides 2.5 g | 4%
 -- saturés 0.5 g | 4%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 240 mg | 10%
- Glucides 29 g | 10%
 -- Fibres 2 g | 6%
 -- Sucres 13  g | 
- Protéines 3 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 6 %
"
9632,Farine d'avoine Quaker<sup>®</sup>,Farine d'avoine Quaker<sup>®</sup>,https://www.quakeroats.ca/fr/products/farine-davoine-quaker®,Quaker_Oat Flour Bag_FR.png,"<p>Symbole de qualité, de bon goût et d’aliments nutritifs depuis plus de 100 ans, la marque Quaker® offre toutes les qualités nutritives de l’avoine à grains entiers dans une gamme nourrissante de produits populaires allant du gruau aux céréales en passant par les barres-collation. Quaker lance maintenant la Farine d'avoine Quaker®, une nouvelle farine à grains entiers faite avec un seul ingrédient : de l'avoine 100 % canadienne. La Farine d'avoine Quaker® peut être utilisée dans de délicieuses recettes pour intégrer le bon goût de l’avoine à grains entiers à votre alimentation quotidienne. La Farine d’avoine Quaker® est parfaite pour concocter de délicieux muffins, biscuits, croustades et pains éclair ainsi que de savoureuses pâtes à crêpe et à gaufre et bien plus encore. Des pâtisseries aux pâtes, vous pouvez créer une multitude de succulentes recettes avec la Farine d'avoine Quaker®.</p><ul><li>Fait avec un seul ingrédient : de l’avoine à grains entiers 100 % canadienne</li><li>Source de fibres</li><li>Fabriqué au Canada / Fabriqué au Canada à partir d'ingrédients canadiens et importés.</li><li>Projet sans OGM Vérifié</li><li>Sans arômes ni colorants ajoutés</li><li>Parfait pour cuisiner des pâtisseries, des pâtes et plus encore!</li><li>Il faut faire cuire la farine d’avoine crue avant de la consommer pour éviter d’être malade. Ne jouez pas avec la farine crue ou ne la mangez pas. Lavez les ustensiles, les surfaces et vos mains après l’avoir manipulée.</li></ul>",AVOINE CANADIENNE À GRAINS ENTIERS.,"CONTIENT DES INGRÉDIENTS DE L'AVOINE.
PEUT CONTENIR DU BLÉ.",Pour 30 g,"- Calories 110 |
- Lipides 2 g | 3 %
 -- Saturés 0,4 g | 2 %
 -- + trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 1 mg | 0 %
- Glucides 20 g | 7 %
 -- Fibres 3 g | 12 %
 -- Fibres Solubles 1 g | 
 -- Fibres insolubles 2 g | 
 -- Sucres 0 g | 
- Protéines 4 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 8 %
"
6251,Gruau standard et Gruau rapide,Gruau Quaker<sup>®</sup> Rapide Sans gluten,https://www.quakeroats.ca/fr/products/gruau-quaker®-rapide-sans-gluten,Quaker_Gluten-Free Quick Oats_FR.png,"<p>Vous aimez la saveur du gruau, mais vous êtes intolérant au gluten? Aucun problème. Notre méthode exclusive nous permet d'extraire les grains contenant du gluten comme le blé, le seigle et l'orge de notre avoine. Essayez ce gruau à la fois consistant et nutritif, avec des fruits frais, des noix, des épices ou du miel. Tout le bon goût des aliments sans gluten!&nbsp;</p><ul><li>Une portion de 1/3 de tasse (30 g) de gruau Quaker&reg; fournit 40 % de la quantité quotidienne de fibres dont l'efficacité est démontrée lorsqu'il s'agit de contribuer à réduire le cholestérol.</li><li>Fait partie d'un régime alimentaire sain pour le cœur. Une alimentation saine pauvre en graisses saturées et en graisses trans peut réduire le risque de maladie du cœur. Le gruau Quaker&reg; est pauvre en graisses saturées et en graisses trans.</li><li>Fait avec de l'avoine canadienne à 100 % de grains entiers.</li><li>30 g de grains entiers par portion</li><li>Source de fibres</li><li>Source de fer</li><li>Sans arômes ni colorants artificiels</li><li>Sans sodium</li></ul>",Flocons d’avoine sans gluten.,,Pour 1/3 coup (30 g),"- Calories 110 |
- Lipides 2 g |  3 % 
 -- Saturés 0.4 g |  2 %
 -- + Trans 0 g | 
- Choléstrol 0 mg |  
- Sodium 0 mg |  
- Glucides 20 g | 7 % 
 -- Fibres 3 g |  12 %
 -- Fibres Solubles 1 g |  
 -- Fibres Insolubles  2 g |  
 -- Sucres 0 g |  
- Protéines 4 g |  
- Vitamine A |  0 % 
- Vitamine C |  0 %
- Calcium | 2 % 
- Fer | 8 % 
"
7306,Gruau standard et Gruau rapide,Gruau Quaker<sup>®</sup> Super Grains,https://www.quakeroats.ca/fr/products/gruau-quaker®-super-grains,Quaker_Super Grains_FR.png,"<p>Commencez la journée en force avec le gruau Quaker&reg; Super Grains Original. Ce mélange nutritif d'avoine à 100 % de grains entiers, de graines de lin et de quinoa vous offre une bonne dose de saveur et constitue une source de fer et de fibres. Allez-y, goûtez-y! De plus, il est offert dans un contenant pratique refermable.</p><ul><li>Une portion de 1/3 de tasse (30 g) de gruau Quaker&reg; Super Grains fournit 35 % de la quantité quotidienne de fibres dont l'efficacité est démontrée lorsqu'il s'agit de contribuer à réduire le cholestérol.</li><li>Fait partie d'un régime alimentaire sain pour le cœur. Une alimentation saine pauvre en graisses saturées et en graisses trans peut réduire le risque de maladie du cœur. Le gruau Quaker&reg; est pauvre en graisses saturées et en graisses trans.</li><li>Fait avec de l'avoine canadienne à 100 % de grains entiers.</li><li>28 g de grains entiers par portion</li><li>Source de fibres</li><li>Source de fer&nbsp;</li><li>Source d'acides gras polyinsaturés oméga-3&nbsp;</li><li>Sans arômes ni colorants artificiels</li><li>Sans sodium</li></ul>","Flocons d'avoine à grains entiers, graines de lin entières, quinoa.","Contient des ingrédients de l'avoine.
Peut contenir du blé.",pour 1/3 tasse (30 g),"- Calories 110 |
- Lipides 2.5 g | 4 %
 -- saturés 0.4 g | 2 %
 -- trans 0 g | 
 -- oméga-6 0.1 g | 
 -- oméga-3 0.3 g | 
 -- monoinsaturés 0.7 g | 
- Cholestérol 0 mg | 
- Sodium 0 mg | 0 %
- Glucides 20 g | 7 %
 -- Fibres 3 g | 12 %
 -- Fibres solubles 1 g | 
 -- Fibres insolubles 2 g | 
 -- Sucres 0 g | 
- Protéines 4 g | 
- Vitamine A |   0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 8 %
"
5081,Gruau standard et Gruau rapide,Gruau coupe épointée Quaker<sup>®</sup> à cuisson rapide,https://www.quakeroats.ca/fr/products/gruau-coupe-épointée-quaker®-à-cuisson-rapide,Quaker_Steel Cut Oats_FR.png,"<p>Avec sa texture consistante et rassasiante et son goût délicat de noix, le gruau Quaker&reg; Coupe épointée a tout pour vous satisfaire chaque matin. Fait avec de l'avoine à 100 % de grains entiers, ce gruau vous procure une source de fer et de fibres. Personnalisez votre déjeuner en y ajoutant des fruits frais, du sirop d'érable, de la cannelle ou du miel... à vous de choisir. Prêt en quelques minutes!&nbsp;</p><ul><li>Une portion de 1/3 de tasse (45 g) de gruau Quaker&reg; fournit 60 % de la quantité quotidienne de fibres dont l'efficacité est démontrée lorsqu'il s'agit de contribuer à réduire le cholestérol.</li><li>Fait partie d'un régime alimentaire sain pour le cœur. Une alimentation saine pauvre en graisses saturées et en graisses trans peut réduire le risque de maladie du cœur. Le gruau Quaker&reg; est pauvre en graisses saturées et en graisses trans.</li><li>Fait avec de l'avoine canadienne à 100 % de grains entiers.</li><li>45 g de grains entiers par portion</li><li>Source élevée de fibres</li><li>Source de fer</li><li>Sans arômes ni colorants artificiels</li><li>Sans sodium</li></ul>",Avoine à 100 % de grains entiers.,"Contient des ingrédients de l’avoine.
Peut contenir du blé.",Pour 1/3 coup (45 g),"- Calories 170 |
- Lipides 3 g | 5%
 -- saturés 0.5 g | 3%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 1 mg | 0%
- Glucides 31 g | 10%
 -- Fibres 4 g | 16%
 -- Fibres solubles 2 g | 
 -- Fibres insolubles 2 g | 
 -- Sucres 0 g | 
- Protéines 6 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 10 %
"
